Mapped_Country,Year,CO2_Emission,TSE_Subsidy,GSSE_Subsidy,PSE_Subsidy
Türkiye,2005,20442.528852631578,12059.4067,1773.9335,10285.4732
Türkiye,2006,22386.80188947368,14615.4808,3163.3533,11452.1274
Türkiye,2007,23907.074192982458,14523.1191,1249.7712,13273.3479
Türkiye,2008,24130.77604736842,15657.292,1891.4902,13765.8019
Türkiye,2009,24414.241845614033,14968.7664,2317.3563,12651.4101
Türkiye,2010,25576.33330877193,27713.6871,2397.7052,25315.9818
Türkiye,2011,26267.954807017544,19957.1299,2532.8151,17424.3148
Türkiye,2012,28121.572819298246,19248.455,1721.6681,17526.7869
Türkiye,2013,29019.97419122807,15035.8985,2624.4179,12411.4806
Türkiye,2014,30643.94497017544,10191.6541,2372.3674,7819.2867
Türkiye,2015,30293.60403859649,14016.5826,2705.0837,11311.499
Türkiye,2016,34553.8339122807,16295.7425,2510.7416,13785.0009
Türkiye,2017,37093.04497719298,15877.0079,2649.3725,13227.6355
Türkiye,2018,37922.2200245614,9576.9964,1943.8009,7633.1955
Türkiye,2019,38157.33164210526,7696.8981,1075.5359,6621.3622
Türkiye,2020,42398.10593214286,11572.3542,981.1232,10591.231
Türkiye,2021,55803.035402325586,8338.9261,1783.702,6555.2241
Türkiye,2022,54900.685365116275,6800.8831,1932.5016,4868.3815
Ukraine,1986,,,,
Ukraine,1987,,,,
Ukraine,1988,,,,
Ukraine,1989,,,,
Ukraine,1990,,,,
Ukraine,1991,,,,
Ukraine,1992,58284.252442105266,,,
Ukraine,1993,51506.002259649125,,,
Ukraine,1994,44023.45342631579,,,
Ukraine,1995,43642.84550175438,-2188.8964,226.4294,-2415.3258
Ukraine,1996,38759.11128947369,-1378.7452,267.7969,-1646.5421
Ukraine,1997,34022.109440350876,1323.8267,240.0727,1083.754
Ukraine,1998,31894.029991228068,457.4125,186.4918,270.9206
Ukraine,1999,31114.418919298245,110.58,135.1718,-24.5918
Ukraine,2000,30291.56042631579,301.5406,81.3942,220.1464
Ukraine,2001,31580.79238947368,560.1011,125.1666,434.9346
Ukraine,2002,31667.237866666666,-328.6914,186.7511,-515.4425
Ukraine,2003,33436.543880701756,236.148,245.8777,-9.7298
Ukraine,2004,32141.744300000002,398.6277,290.6715,107.9562
Ukraine,2005,31462.068150877192,1771.2904,448.4936,1322.7968
Ukraine,2006,30619.3751368421,1937.5353,405.8107,1531.7245
Ukraine,2007,30361.786791228067,900.4051,486.8505,413.5546
Ukraine,2008,30104.652631578945,-136.9117,488.6497,-625.5614
Ukraine,2009,26133.13400350877,1548.0401,349.5882,1198.4519
Ukraine,2010,28777.97894736842,1706.4595,463.0583,1243.4012
Ukraine,2011,29941.30358245614,-538.7235,485.9733,-1024.6968
Ukraine,2012,30172.854296491227,534.7004,602.7884,-68.0881
Ukraine,2013,30055.681880701755,493.0205,495.0359,-2.0154
Ukraine,2014,26337.211522807014,-160.1788,221.0995,-381.2784
Ukraine,2015,23557.230073684208,234.6464,103.5456,131.1008
Ukraine,2016,24147.92605789474,-254.265,99.1368,-353.4018
Ukraine,2017,23242.75982105263,-84.3498,123.1435,-207.4934
Ukraine,2018,24732.909459649123,753.0451,187.2429,565.8022
Ukraine,2019,24226.269200000002,1107.9186,198.2893,909.6294
Ukraine,2020,23367.251823214287,626.5194,196.2077,430.3117
Ukraine,2021,28530.933567441858,274.7341,226.3912,48.3429
Ukraine,2022,22795.843041860466,-582.3074,248.8213,-831.1287
United Kingdom of Great Britain and Northern Ireland,1986,18572.374872727272,,,
United Kingdom of Great Britain and Northern Ireland,1987,18212.40041818182,,,
United Kingdom of Great Britain and Northern Ireland,1988,18085.512672727273,,,
United Kingdom of Great Britain and Northern Ireland,1989,18396.698436363637,,,
United Kingdom of Great Britain and Northern Ireland,1990,59004.61086909091,,,
United Kingdom of Great Britain and Northern Ireland,1991,59579.513949090906,,,
United Kingdom of Great Britain and Northern Ireland,1992,58316.64508,,,
United Kingdom of Great Britain and Northern Ireland,1993,56729.567425454545,,,
United Kingdom of Great Britain and Northern Ireland,1994,57695.0509425926,,,
United Kingdom of Great Britain and Northern Ireland,1995,57235.245575925925,,,
United Kingdom of Great Britain and Northern Ireland,1996,58230.148757407405,,,
United Kingdom of Great Britain and Northern Ireland,1997,56361.95268518519,,,
United Kingdom of Great Britain and Northern Ireland,1998,56393.71829074073,,,
United Kingdom of Great Britain and Northern Ireland,1999,55120.67630925927,,,
United Kingdom of Great Britain and Northern Ireland,2000,54885.01902777777,,,
United Kingdom of Great Britain and Northern Ireland,2001,54494.70435,,,
United Kingdom of Great Britain and Northern Ireland,2002,53183.85659629629,,,
United Kingdom of Great Britain and Northern Ireland,2003,53497.00685925926,,,
United Kingdom of Great Britain and Northern Ireland,2004,53246.67943888889,,,
United Kingdom of Great Britain and Northern Ireland,2005,53451.76568148148,,,
United Kingdom of Great Britain and Northern Ireland,2006,52760.91417222222,,,
United Kingdom of Great Britain and Northern Ireland,2007,50983.25116296296,,,
United Kingdom of Great Britain and Northern Ireland,2008,50051.22189444444,,,
United Kingdom of Great Britain and Northern Ireland,2009,46450.99039074074,,,
United Kingdom of Great Britain and Northern Ireland,2010,47641.88108148148,,,
United Kingdom of Great Britain and Northern Ireland,2011,44837.07751111111,,,
United Kingdom of Great Britain and Northern Ireland,2012,46171.38650555555,,,
United Kingdom of Great Britain and Northern Ireland,2013,45411.576837037035,,,
United Kingdom of Great Britain and Northern Ireland,2014,43296.88341296296,,,
United Kingdom of Great Britain and Northern Ireland,2015,42333.407933333336,,,
United Kingdom of Great Britain and Northern Ireland,2016,40677.20782222222,,,
United Kingdom of Great Britain and Northern Ireland,2017,40013.326372222225,6591.4049,762.1984,5824.6262
United Kingdom of Great Britain and Northern Ireland,2018,39291.09213888889,6893.8949,765.9426,6124.1141
United Kingdom of Great Britain and Northern Ireland,2019,38141.82652592593,7086.6491,887.9841,6195.016
United Kingdom of Great Britain and Northern Ireland,2020,36111.8378754717,6727.0878,863.165,5843.1224
United Kingdom of Great Britain and Northern Ireland,2021,45240.08359761905,9020.4262,731.5049,8287.0178
United Kingdom of Great Britain and Northern Ireland,2022,45022.365900000004,7517.5312,899.8334,6614.5352
United States of America,1986,101874.46565833333,49657.0014,3060.1162,36691.3945
United States of America,1987,99417.038025,42881.9314,2680.0939,31551.219
United States of America,1988,98009.71408333333,36623.6599,2735.2553,24938.8011
United States of America,1989,98314.15405833333,43483.3237,3133.0391,30546.4382
United States of America,1990,342405.24166271184,35256.2496,2886.293,22470.5243
United States of America,1991,341481.8342881356,37811.7583,3212.2406,23318.1485
United States of America,1992,348017.44049491524,38327.6829,3191.5552,23098.2767
United States of America,1993,355636.4779813559,44959.2922,3641.9331,26680.4387
United States of America,1994,361595.95061525423,40564.4173,3572.3181,22505.0611
United States of America,1995,367895.60311355937,31191.9873,3211.5923,14189.9653
United States of America,1996,375863.3870762712,38186.2832,3270.893,20292.2066
United States of America,1997,383382.7668118644,44083.5965,3852.2924,23712.043
United States of America,1998,384320.43290508474,57206.7561,4099.1934,36881.5198
United States of America,1999,388255.9024406779,69611.6949,4777.9389,47686.9299
United States of America,2000,397957.6352067797,77774.7147,5753.0144,52077.2224
United States of America,2001,389814.74755254237,80635.1465,7241.9701,52078.0681
United States of America,2002,391381.9366949153,67964.1185,7113.526,38772.9286
United States of America,2003,393586.0131135593,56829.0516,6526.335,30338.7322
United States of America,2004,401749.6070915254,58211.5157,5831.345,32899.0345
United States of America,2005,401345.4501271186,57599.8676,5575.735,31370.8751
United States of America,2006,397269.4994525424,51071.8845,6080.6704,23419.4266
United States of America,2007,404482.0446915254,50186.1648,4821.412,25059.2597
United States of America,2008,394791.1643271186,47930.5603,7047.5694,19616.9785
United States of America,2009,374299.9554559322,52933.5923,5947.5166,21022.8449
United States of America,2010,381567.03161016945,59953.518,7512.683,21484.2832
United States of America,2011,372564.0573050848,58674.9497,4135.882,21918.4589
United States of America,2012,359507.36171016947,67445.8981,4741.0648,26021.6459
United States of America,2013,367542.0312152542,65009.4599,7682.2662,21011.5459
United States of America,2014,370761.24509661016,69742.9543,5818.6335,28715.9033
United States of America,2015,367469.7432152542,81408.8739,7833.6146,31446.2057
United States of America,2016,373247.3929152542,80840.2772,8960.0381,29789.2594
United States of America,2017,373714.42343728815,73344.2125,9437.4116,23026.7676
United States of America,2018,383399.6324932203,79922.7955,9232.7035,31861.2816
United States of America,2019,380302.07680508477,86100.1698,10019.9901,35902.5573
United States of America,2020,369484.4144827586,88640.9092,8367.9942,33669.9799
United States of America,2021,502692.69372790697,110363.0165,10091.7643,44828.5874
United States of America,2022,504575.93426976743,128120.8623,12844.7255,38713.1464
Viet Nam,1986,11931.143216666665,,,
Viet Nam,1987,11810.062616666668,,,
Viet Nam,1988,12312.934916666665,,,
Viet Nam,1989,12666.947825000001,,,
Viet Nam,1990,8518.8021,,,
Viet Nam,1991,9204.191036585366,,,
Viet Nam,1992,9570.117609756098,,,
Viet Nam,1993,9776.270161904762,,,
Viet Nam,1994,11471.79965,,,
Viet Nam,1995,11219.070461904761,,,
Viet Nam,1996,12342.80039047619,,,
Viet Nam,1997,13263.169523809524,,,
Viet Nam,1998,14337.731933333334,,,
Viet Nam,1999,14889.594866666666,,,
Viet Nam,2000,16195.147658333333,1237.6102,223.6662,1013.944
Viet Nam,2001,23734.280369767443,1476.0868,224.9063,1251.1805
Viet Nam,2002,25372.010258139533,-84.1025,208.4192,-292.5217
Viet Nam,2003,26125.955111627907,1081.6988,153.6437,928.0551
Viet Nam,2004,28396.95321395349,1037.6278,164.0145,873.6133
Viet Nam,2005,29155.781274418605,1163.9655,193.6606,970.3049
Viet Nam,2006,29398.663360465118,1017.5328,282.7365,734.7963
Viet Nam,2007,30135.231844186048,65.153,274.7307,-209.5777
Viet Nam,2008,30485.12901627907,-4520.2033,319.9716,-4840.1748
Viet Nam,2009,32639.860444186048,2761.6298,441.2112,2320.4186
Viet Nam,2010,32214.503563265305,2426.3811,475.9521,1950.429
Viet Nam,2011,30833.701148837208,1749.0389,398.3933,1350.6456
Viet Nam,2012,30570.98882790698,2447.2928,400.4499,2046.8428
Viet Nam,2013,30709.263273469387,1355.5245,524.812,830.7125
Viet Nam,2014,34482.58716511628,101.8854,621.5957,-519.7103
Viet Nam,2015,37242.30579302325,-470.3018,662.0307,-1132.3325
Viet Nam,2016,33027.343958823534,-1033.1257,647.5551,-1680.6809
Viet Nam,2017,39434.062976744186,241.1173,551.3171,-310.1998
Viet Nam,2018,42151.207862790696,-3392.7051,614.2696,-4006.9747
Viet Nam,2019,48655.78928372093,-2992.9938,853.8893,-3846.8831
Viet Nam,2020,50106.230781395345,-2996.1061,899.1034,-3895.2095
Viet Nam,2021,49332.36012790698,-3737.2757,827.2783,-4564.554
Viet Nam,2022,48544.68511395349,-4584.8163,687.883,-5272.6993
