Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","124","Canada","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2023","2023","g/An","17869","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0231","Hen eggs in shell, fresh","2023","2023","t","636398","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5513","Production","0231","Hen eggs in shell, fresh","2023","2023","1000 No","10606632","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5313","Laying","0231","Hen eggs in shell, fresh","2023","2023","1000 An","35614","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2022","2022","kg/An","196","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21118.01","Horse meat, fresh or chilled","2022","2022","t","20697.56","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2022","2022","An","105498","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2023","2023","kg/An","196","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21118.01","Horse meat, fresh or chilled","2023","2023","t","20863.88","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2023","2023","An","106624","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5111","Stocks","02131","Horses","2022","2022","An","399415","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5111","Stocks","02131","Horses","2023","2023","An","399789","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01352","Kiwi fruit","2022","2022","ha","4","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01352","Kiwi fruit","2022","2022","kg/ha","7501.8","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01352","Kiwi fruit","2022","2022","t","27.66","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01352","Kiwi fruit","2023","2023","ha","4","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01352","Kiwi fruit","2023","2023","kg/ha","7213.3","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01352","Kiwi fruit","2023","2023","t","27.49","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2022","2022","ha","330","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01254","Leeks and other alliaceous vegetables","2022","2022","kg/ha","20142.4","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01254","Leeks and other alliaceous vegetables","2022","2022","t","6647","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2023","2023","ha","321","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01254","Leeks and other alliaceous vegetables","2023","2023","kg/ha","19875.4","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01254","Leeks and other alliaceous vegetables","2023","2023","t","6380","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01704","Lentils, dry","2022","2022","ha","1715100","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01704","Lentils, dry","2022","2022","kg/ha","1341.4","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01704","Lentils, dry","2022","2022","t","2300598","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01704","Lentils, dry","2023","2023","ha","1460300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01704","Lentils, dry","2023","2023","kg/ha","1144.3","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01704","Lentils, dry","2023","2023","t","1671072","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01214","Lettuce and chicory","2022","2022","ha","3557","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01214","Lettuce and chicory","2022","2022","kg/ha","22311.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01214","Lettuce and chicory","2022","2022","t","79362","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01214","Lettuce and chicory","2023","2023","ha","3499","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01214","Lettuce and chicory","2023","2023","kg/ha","21782.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01214","Lettuce and chicory","2023","2023","t","76217","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01441","Linseed","2022","2022","ha","311900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01441","Linseed","2022","2022","kg/ha","1517.1","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01441","Linseed","2022","2022","t","473175","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01441","Linseed","2023","2023","ha","238500","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01441","Linseed","2023","2023","kg/ha","1143.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01441","Linseed","2023","2023","t","272736","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","1443900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","10069.2","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2022","2022","t","14538878","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2023","2023","ha","1518900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","9925.6","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2023","2023","t","15075930","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21700.02","Margarine and shortening","2022","2022","t","102000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","124","Canada","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg/An","387","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","1412215","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","3652900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","kg/An","380","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","1347831","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","3548400","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2022","2022","g/An","1737","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","1370800","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","789394","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2023","2023","g/An","1763","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","1415926","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","803070","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5424","Yield/Carcass Weight","21122","Meat of ducks, fresh or chilled","2022","2022","g/An","2145","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","9649.65","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2022","2022","1000 An","4498","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5424","Yield/Carcass Weight","21122","Meat of ducks, fresh or chilled","2023","2023","g/An","2145","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21122","Meat of ducks, fresh or chilled","2023","2023","t","9704.36","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","4525","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5424","Yield/Carcass Weight","21123","Meat of geese, fresh or chilled","2022","2022","g/An","5000","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21123","Meat of geese, fresh or chilled","2022","2022","t","1005.58","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2022","2022","1000 An","201","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5424","Yield/Carcass Weight","21123","Meat of geese, fresh or chilled","2023","2023","g/An","5000","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21123","Meat of geese, fresh or chilled","2023","2023","t","1010.31","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2023","2023","1000 An","202","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5417","Yield/Carcass Weight","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg/An","103","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","2257200","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","21808700","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5417","Yield/Carcass Weight","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","kg/An","104","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","2286725","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","21924500","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5417","Yield/Carcass Weight","21115","Meat of sheep, fresh or chilled","2022","2022","kg/An","23","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","17124","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","728700","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5417","Yield/Carcass Weight","21115","Meat of sheep, fresh or chilled","2023","2023","kg/An","23","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","17647","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","777400","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5424","Yield/Carcass Weight","21124","Meat of turkeys, fresh or chilled","2022","2022","g/An","7791","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21124","Meat of turkeys, fresh or chilled","2022","2022","t","150176","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2022","2022","1000 An","19276","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5424","Yield/Carcass Weight","21124","Meat of turkeys, fresh or chilled","2023","2023","g/An","7765","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21124","Meat of turkeys, fresh or chilled","2023","2023","t","159291","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2023","2023","1000 An","20515","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01199.02","Mixed grain","2022","2022","ha","71900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01199.02","Mixed grain","2022","2022","kg/ha","2820.7","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01199.02","Mixed grain","2022","2022","t","202805","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01199.02","Mixed grain","2023","2023","ha","60400","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01199.02","Mixed grain","2023","2023","kg/ha","2531.2","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01199.02","Mixed grain","2023","2023","t","152885","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","23540","Molasses","2022","2022","t","28555.29","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5111","Stocks","02133","Mules and hinnies","2022","2022","An","4000","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5111","Stocks","02133","Mules and hinnies","2023","2023","An","4000","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01270","Mushrooms and truffles","2022","2022","t","139090","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01270","Mushrooms and truffles","2023","2023","t","140787","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01442","Mustard seed","2022","2022","ha","218600","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01442","Mustard seed","2022","2022","kg/ha","740.1","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01442","Mustard seed","2022","2022","t","161781","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01442","Mustard seed","2023","2023","ha","250600","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01442","Mustard seed","2023","2023","kg/ha","681.2","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01442","Mustard seed","2023","2023","t","170710","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","02910","Natural honey","2022","2022","t","33753","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","02910","Natural honey","2023","2023","t","41643","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0117","Oats","2022","2022","ha","1402000","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0117","Oats","2022","2022","kg/ha","3727.9","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0117","Oats","2022","2022","t","5226465","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0117","Oats","2023","2023","ha","822500","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0117","Oats","2023","2023","kg/ha","3204.3","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0117","Oats","2023","2023","t","2635574","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21691.12","Oil of linseed","2022","2022","t","12300","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","124","Canada","5510","Production","21691.02","Oil of maize","2022","2022","t","88900","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","5820","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","kg/ha","49398.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","287499","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","ha","5841","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","kg/ha","47348.9","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","t","276565","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01241.90","Other beans, green","2022","2022","ha","8065","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01241.90","Other beans, green","2022","2022","kg/ha","5983.1","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01241.90","Other beans, green","2022","2022","t","48254","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01241.90","Other beans, green","2023","2023","ha","7940","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01241.90","Other beans, green","2023","2023","kg/ha","5917.3","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01241.90","Other beans, green","2023","2023","t","46983","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01929.90","Other fibre crops, raw, n.e.c.","2022","2022","ha","21860","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","2022","2022","kg/ha","1225.7","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2022","2022","t","26792.56","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01929.90","Other fibre crops, raw, n.e.c.","2023","2023","ha","21825","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","2023","2023","kg/ha","1228.9","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2023","2023","t","26820.83","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2022","2022","t","2679.69","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2023","2023","t","2661.12","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2022","2022","ha","57323","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01449.90","Other oil seeds, n.e.c.","2022","2022","kg/ha","322.4","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01449.90","Other oil seeds, n.e.c.","2022","2022","t","18481.16","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2023","2023","ha","56616","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01449.90","Other oil seeds, n.e.c.","2023","2023","kg/ha","323.6","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01449.90","Other oil seeds, n.e.c.","2023","2023","t","18319.01","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2022","2022","ha","6144","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2022","2022","kg/ha","25121.3","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","154345","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2023","2023","ha","6079","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2023","2023","kg/ha","24112.2","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2023","2023","t","146578","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01345","Peaches and nectarines","2022","2022","ha","2489","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01345","Peaches and nectarines","2022","2022","kg/ha","9646","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01345","Peaches and nectarines","2022","2022","t","24009","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01345","Peaches and nectarines","2023","2023","ha","2489","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01345","Peaches and nectarines","2023","2023","kg/ha","9935.3","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01345","Peaches and nectarines","2023","2023","t","24729","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01342.01","Pears","2022","2022","ha","726","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01342.01","Pears","2022","2022","kg/ha","12166.7","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01342.01","Pears","2022","2022","t","8833","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01342.01","Pears","2023","2023","ha","726","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01342.01","Pears","2023","2023","kg/ha","12804.4","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01342.01","Pears","2023","2023","t","9296","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01705","Peas, dry","2022","2022","ha","1348000","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01705","Peas, dry","2022","2022","kg/ha","2539.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01705","Peas, dry","2022","2022","t","3423266","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01705","Peas, dry","2023","2023","ha","1199600","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01705","Peas, dry","2023","2023","kg/ha","2174.8","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01705","Peas, dry","2023","2023","t","2608833","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01242","Peas, green","2022","2022","ha","11599","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01242","Peas, green","2022","2022","kg/ha","4290.6","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01242","Peas, green","2022","2022","t","49766.13","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01242","Peas, green","2023","2023","ha","10335","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01242","Peas, green","2023","2023","kg/ha","4224.6","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01242","Peas, green","2023","2023","t","43661","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21521","Pig fat, rendered","2022","2022","t","160282.46","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01346","Plums and sloes","2022","2022","ha","481","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01346","Plums and sloes","2022","2022","kg/ha","8035.3","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01346","Plums and sloes","2022","2022","t","3865","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01346","Plums and sloes","2023","2023","ha","481","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01346","Plums and sloes","2023","2023","kg/ha","8043.7","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01346","Plums and sloes","2023","2023","t","3869","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2022","2022","ha","153762","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2022","2022","kg/ha","40810.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2022","2022","t","6275106","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2023","2023","ha","156642","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2023","2023","kg/ha","41772.9","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2023","2023","t","6543393","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01235","Pumpkins, squash and gourds","2022","2022","ha","7656","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01235","Pumpkins, squash and gourds","2022","2022","kg/ha","17632.6","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01235","Pumpkins, squash and gourds","2022","2022","t","134995","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01235","Pumpkins, squash and gourds","2023","2023","ha","7397","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01235","Pumpkins, squash and gourds","2023","2023","kg/ha","17911.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01235","Pumpkins, squash and gourds","2023","2023","t","132491","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2022","2022","ha","8596300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2022","2022","kg/ha","2174.7","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2022","2022","t","18694768","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2023","2023","ha","8854700","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2023","2023","kg/ha","2069.9","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2023","2023","t","18328233","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","21641.01","Rapeseed or canola oil, crude","2022","2022","t","3651955","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2022","2022","ha","1390","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01353.01","Raspberries","2022","2022","kg/ha","4969.1","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","2022","2022","t","6907","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","2023","2023","ha","1364","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01353.01","Raspberries","2023","2023","kg/ha","4926.7","A","Official figure",""
