Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","585","Palau","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","42.0919","E","Estimated value",""
"GT","Emissions totals","275","Palestine","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","5425.5177","E","Estimated value",""
"GT","Emissions totals","591","Panama","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","12603.4974","E","Estimated value",""
"GT","Emissions totals","598","Papua New Guinea","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","37523.7294","E","Estimated value",""
"GT","Emissions totals","600","Paraguay","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","82528.2243","E","Estimated value",""
"GT","Emissions totals","604","Peru","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","138526.9976","E","Estimated value",""
"GT","Emissions totals","608","Philippines","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","107350.247","E","Estimated value",""
"GT","Emissions totals","612","Pitcairn","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","0.0023","E","Estimated value",""
"GT","Emissions totals","616","Poland","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","131162.2944","E","Estimated value",""
"GT","Emissions totals","620","Portugal","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","19651.3751","E","Estimated value",""
"GT","Emissions totals","630","Puerto Rico","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","4725.8723","E","Estimated value",""
"GT","Emissions totals","634","Qatar","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","13820.3963","E","Estimated value",""
"GT","Emissions totals","410","Republic of Korea","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","99757.5034","E","Estimated value",""
"GT","Emissions totals","498","Republic of Moldova","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","5579.7708","E","Estimated value",""
"GT","Emissions totals","638","Réunion","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","218.031","E","Estimated value",""
"GT","Emissions totals","642","Romania","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","38219.0052","E","Estimated value",""
"GT","Emissions totals","643","Russian Federation","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","442878.1361","E","Estimated value",""
"GT","Emissions totals","646","Rwanda","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","8268.8599","E","Estimated value",""
"GT","Emissions totals","654","Ascension, Saint Helena and Tristan da Cunha","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","2.9947","E","Estimated value",""
"GT","Emissions totals","659","Saint Kitts and Nevis","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","70.3829","E","Estimated value",""
"GT","Emissions totals","662","Saint Lucia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","265.9466","E","Estimated value",""
"GT","Emissions totals","666","Saint Pierre and Miquelon","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","8.2641","E","Estimated value",""
"GT","Emissions totals","670","Saint Vincent and the Grenadines","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","127.6374","E","Estimated value",""
"GT","Emissions totals","882","Samoa","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","316.2015","E","Estimated value",""
"GT","Emissions totals","674","San Marino","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","11.8433","E","Estimated value",""
"GT","Emissions totals","678","Sao Tome and Principe","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","288.3817","E","Estimated value",""
"GT","Emissions totals","682","Saudi Arabia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","74498.4863","E","Estimated value",""
"GT","Emissions totals","686","Senegal","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","22578.1069","E","Estimated value",""
"GT","Emissions totals","688","Serbia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","21562.1551","E","Estimated value",""
"GT","Emissions totals","690","Seychelles","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","131.9324","E","Estimated value",""
"GT","Emissions totals","694","Sierra Leone","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","8285.9441","E","Estimated value",""
"GT","Emissions totals","702","Singapore","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","4915.4644","E","Estimated value",""
"GT","Emissions totals","703","Slovakia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","6623.6031","E","Estimated value",""
"GT","Emissions totals","705","Slovenia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","5092.1777","E","Estimated value",""
"GT","Emissions totals","090","Solomon Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","482.1731","E","Estimated value",""
"GT","Emissions totals","706","Somalia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","42087.9257","E","Estimated value",""
"GT","Emissions totals","710","South Africa","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","94155.643","E","Estimated value",""
"GT","Emissions totals","728","South Sudan","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","58096.6202","E","Estimated value",""
"GT","Emissions totals","724","Spain","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","90125.2925","E","Estimated value",""
"GT","Emissions totals","144","Sri Lanka","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","14739.2554","E","Estimated value",""
"GT","Emissions totals","729","Sudan","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","110764.4758","E","Estimated value",""
"GT","Emissions totals","740","Suriname","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","10675.6603","E","Estimated value",""
"GT","Emissions totals","744","Svalbard and Jan Mayen Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","752","Sweden","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","46749.0161","E","Estimated value",""
"GT","Emissions totals","756","Switzerland","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","16345.2641","E","Estimated value",""
"GT","Emissions totals","760","Syrian Arab Republic","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","18282.635","E","Estimated value",""
"GT","Emissions totals","762","Tajikistan","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","9579.3925","E","Estimated value",""
"GT","Emissions totals","764","Thailand","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","185460.7098","E","Estimated value",""
"GT","Emissions totals","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","2022.3093","E","Estimated value",""
"GT","Emissions totals","768","Togo","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","6986.6712","E","Estimated value",""
"GT","Emissions totals","772","Tokelau","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","2.7244","E","Estimated value",""
"GT","Emissions totals","776","Tonga","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","145.7346","E","Estimated value",""
"GT","Emissions totals","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","21326.859","E","Estimated value",""
"GT","Emissions totals","788","Tunisia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","16777.0733","E","Estimated value",""
"GT","Emissions totals","792","Türkiye","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","149966.3006","E","Estimated value",""
"GT","Emissions totals","795","Turkmenistan","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","21245.3576","E","Estimated value",""
"GT","Emissions totals","796","Turks and Caicos Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","67.665","E","Estimated value",""
"GT","Emissions totals","798","Tuvalu","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","9.53","E","Estimated value",""
"GT","Emissions totals","800","Uganda","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","58695.1346","E","Estimated value",""
"GT","Emissions totals","804","Ukraine","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","91925.3232","E","Estimated value",""
"GT","Emissions totals","784","United Arab Emirates","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","19666.7264","E","Estimated value",""
"GT","Emissions totals","826","United Kingdom of Great Britain and Northern Ireland","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","128321.8509","E","Estimated value",""
"GT","Emissions totals","834","United Republic of Tanzania","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","151347.454","E","Estimated value",""
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1048127.3713","E","Estimated value",""
"GT","Emissions totals","850","United States Virgin Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","134.8664","E","Estimated value",""
"GT","Emissions totals","858","Uruguay","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","31168.2404","E","Estimated value",""
"GT","Emissions totals","860","Uzbekistan","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","65856.4764","E","Estimated value",""
"GT","Emissions totals","548","Vanuatu","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","417.13","E","Estimated value",""
"GT","Emissions totals","862","Venezuela (Bolivarian Republic of)","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","103893.7108","E","Estimated value",""
"GT","Emissions totals","704","Viet Nam","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","149559.2233","E","Estimated value",""
"GT","Emissions totals","876","Wallis and Futuna Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","16.8627","E","Estimated value",""
"GT","Emissions totals","732","Western Sahara","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","227.295","E","Estimated value",""
"GT","Emissions totals","887","Yemen","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","18488.6586","E","Estimated value",""
"GT","Emissions totals","894","Zambia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","76882.8564","E","Estimated value",""
"GT","Emissions totals","716","Zimbabwe","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","25439.2096","E","Estimated value",""
